Edad	Vivienda	Genero	Dependiente	Estado_Civil	Cargas	Egresos	Ingresos	Deuda	Dias_Atraso	Consumos_TC	Antiguedad	Score	Numero_TC	Antiguedad_TC	Cupo_TC	Comprometido	Cupo_Promedio
25	Sin Info	Femenino	Sin Info	Casado	0		650	0	0	0	60	941	7	42	428,57	0,39	1500
26	Sin Info	Femenino	Sin Info	Soltero	0		527	0	0	7	52	934	3	5	333,33	0,18	1000
40	Otras	Femenino	No	Casado	1		1153	59,09	0	1	102	931	8	67	412,5	0,14	3300
30	Familiar	Femenino	No	Soltero	0		1017	0	0	8	62	941	3	5	1120	0,15	3360
37	Sin Info	Masculino	Sin Info	Casado	0		500	0	0	10	95	930	6	62	1397,14	0,26	2794,28
32	Familiar	Masculino	No	Casado	0		293	0	0	0	55	939	7	46	1315	0,23	4602,5
33	Sin Info	Masculino	Sin Info	Soltero	0		412	0	0	9	64	941	5	21	1347	0,45	3367,5
39	Familiar	Femenino	No	Soltero	0		310	0	0	0	69	944	3	17	316,67	0,22	950
34	Sin Info	Masculino	Sin Info	Soltero	0		520	0	0	0	76	931	4	63	1253,92	0,18	2507,84
49	Sin Info	Masculino	Sin Info	Casado	0		292	0	0	12	83	967	3	82	1466,67	0,22	4400
62	Familiar	Femenino	Si	Soltero	0		292	0	0	7	165	931	7	67	742,86	0,13	1733,33
48	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	1	96	972	1	0	500	0,17	0
32	Familiar	Masculino	Si	Soltero	0		978	0	0	0	56	939	7	33	928,57	0,24	2166,67
30	Sin Info	Femenino	No	Soltero	0		1590	0	0	12	51	969	5	44	1388	0,26	6940
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	10	105	844	1	0	700	0	0
29	Familiar	Femenino	No	Casado	0		387	0	0	7	85	946	5	8	380	0,05	1900
31	Sin Info	Masculino	Sin Info	Casado	0		520	0	0	0	78	928	2	7	900	0,27	0
52	Familiar	Femenino	No	Casado	0			0	0	11	73	940	5	33	2180	0,32	5450
31	Sin Info	Masculino	Sin Info	Divorciado	0		730	0	0	4	90	967	4	76	1050	0,1	4200
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	7	69	781	4	26	225	0,14	900
39	Sin Info	Masculino	Sin Info	Casado	0		334	0	0	10	91	959	5	57	1424	0,18	3560
37	Sin Info	Femenino	Sin Info	Casado	0			0	0	11	41	937	3	17	400	0	1200
36	Sin Info	Masculino	Sin Info	Union libre	0		471	0	0	4	52	700	1	0	500	0,19	0
28	Sin Info	Femenino	Sin Info	Soltero	0		350	0	0	0	74	959	5	72	860	0,19	2150
52	Sin Info	Masculino	Sin Info	Casado	0		594	0	0	4	64	946	3	15	433,33	0,17	1300
50	Sin Info	Masculino	Sin Info	Casado	0		901	0	0	5	112	962	5	111	3260	0,18	8150
37	Familiar	Masculino	No	Soltero	0		1942	0	0	5	73	953	3	14	200	0,19	600
33	Sin Info	Femenino	No	Soltero	0			0	0	10	54	930	6	37	1616,67	0,34	3233,33
32	Sin Info	Femenino	No	Soltero	0		1834	0	0	8	65	961	2	56	1050	0,06	2100
40	Sin Info	Masculino	No	Soltero	0		590	0	0	0	91	966	4	16	350	0,1	1400
65	Sin Info	Masculino	Sin Info	Casado	0		456	0	0	4	67	890	7	28	500	0,17	1166,67
48	Otras	Masculino	No	Soltero	0		300	762,5	0	8	143	939	10	71	1819,13	0,42	3638,25
54	Sin Info	Femenino	No	Soltero	0			0	0	7	31	938	1	0	400	0,01	0
47	Sin Info	Masculino	Sin Info	Soltero	0			0	0	0	64	949	3	16	178,67	0,04	536
41	Familiar	Femenino	No	Casado	0			0	0	0	57	955	3	20	666,67	0,15	2000
28	Familiar	Femenino	Si	Casado	0		800	0	0	7	67	959	5	66	3706	0,46	9265
32	Sin Info	Femenino	Sin Info	Soltero	0		420	0	0	0	112	972	4	39	500	0,24	1000
32	Familiar	Femenino	No	Casado	0		986	0	0	0	71	616	3	63	200	0,11	600
27	Sin Info	Femenino	Sin Info	Soltero	0		352	0	0	11	57	941	4	36	504,75	0,27	1009,5
26	Sin Info	Femenino	Sin Info	Casado	0		450	0	0	0	44	954	4	38	525	0,15	1050
26	Sin Info	Femenino	Sin Info	Soltero	0		618	0	0	12	41	867	3	35	366,67	0,14	1100
32	Sin Info	Femenino	Sin Info	Casado	0		722	0	0	0	85	911	8	20	567,5	0,42	1513,33
26	Familiar	Masculino	No	Soltero	0		459	0	0	1	0	0	4	0	5	0	0
40	Sin Info	Masculino	Sin Info	Casado	0		292	0	0	4	130	971	3	28	566,67	0,12	1700
43	Familiar	Masculino	No	Casado	0		317	104,96	0	13	116	921	8	13	334,78	0,1	892,74
33	Familiar	Femenino	Sin Info	Divorciado	0	478	830	0	0	11	123	973	3	7	1333,33	0,21	4000
42	Sin Info	Femenino	Sin Info	Casado	0		650	0	0	0	110	929	3	7	900	0,31	2700
36	Familiar	Masculino	No	Casado	0		428	0	0	1	45	938	3	2	400	0,24	0
40	Familiar	Masculino	No	Soltero	0	720	371	200	0	13	83	836	7	66	675,57	0,26	1576,33
31	Familiar	Masculino	No	Divorciado	0	616,99	822	0	0	10	57	974	6	11	1511,67	0,2	9070
35	Familiar	Masculino	No	Soltero	0		454	0	0	11	100	801	3	0	133,33	0,21	0
32	Familiar	Masculino	No	Casado	0		352	0	0	8	87	965	3	8	958,33	0,1	2875
32	Familiar	Masculino	No	Casado	0		400	0	0	10	80	939	7	16	1255,71	0,29	2930
33	Familiar	Masculino	No	Soltero	0		550	0	0	0	36	939	5	17	433	0,09	2165
23	Familiar	Femenino	Sin Info	Casado	1	650	1500	0	0	4	37	938	4	15	700	0,05	2800
48	Sin Info	Femenino	Sin Info	Casado	0			0	0	1	58	958	1	0	400	0,12	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	10	28	936	3	17	533,33	0	0
29	Sin Info	Masculino	Sin Info	Union libre	0		672	0	0	2	89	960	5	81	1368	0,18	3420
53	Sin Info	Masculino	Sin Info	Casado	0			0	0	11	44	862	1	0	400	0,01	0
51	Familiar	Masculino	No	Soltero	0		989	0	0	10	89	957	6	70	666,67	0,16	4000
50	Sin Info	Masculino	Sin Info	Soltero	0		296	0	0	2	98	964	8	96	897,5	0,21	3590
49	Sin Info	Femenino	Sin Info	Casado	0		293	0	0	12	91	911	5	48	380	0,14	950
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	12	60	933	2	49	535	0,06	1070
34	Sin Info	Masculino	Sin Info	Soltero	0		1000	0	0	0	59	952	4	42	168,75	0,03	675
31	Familiar	Femenino	Si	Soltero	0		585	0	0	3	49	920	5	23	960	0,21	2400
38	Sin Info	Masculino	Sin Info	Casado	0		459	0	0	2	52	944	7	29	214,29	0,17	750
52	Sin Info	Masculino	Sin Info	Casado	0		572	0	0	6	94	964	8	71	815,5	0,16	2174,66
25	Familiar	Femenino	No	Soltero	0		543	0	0	11	67	887	3	0	349,08	0,17	0
50	Sin Info	Masculino	Sin Info	Casado	0		504	0	0	8	88	902	7	33	1325,45	0,32	3092,71
49	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	100	960	3	5	1333,33	0,21	0
51	Sin Info	Femenino	Sin Info	Divorciado	0		2500	0	0	5	78	947	1	0	400	0	0
28	Sin Info	Masculino	Sin Info	Casado	0		1200	0	0	4	33	890	4	32	10835	0,33	21670
40	Sin Info	Femenino	Sin Info	Divorciado	0		292	0	0	6	39	936	1	0	400	0	0
44	Familiar	Masculino	No	Casado	0			0	0	12	29	894	3	0	166,67	0,18	0
40	Sin Info	Masculino	Sin Info	Casado	0		403	0	0	7	120	965	7	18	1028,57	0,22	2400
40	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	92	959	3	17	840	0,79	2520
36	Sin Info	Masculino	Sin Info	Union libre	0		458	0	0	0	95	957	7	35	881,43	0,31	2056,67
30	Sin Info	Femenino	No	Soltero	0		590	0	0	10	58	710	3	15	606,67	0,22	1820
58	Sin Info	Masculino	Sin Info	Casado	0			0	0	9	188	820	1	0	400	0,19	0
48	Familiar	Masculino	Si	Casado	0		400	0	0	3	255	941	3	5	898,5	0,2	0
47	Sin Info	Femenino	Sin Info	Casado	0		293	0	0	0	88	956	7	53	2214,29	0,06	7750
39	Familiar	Masculino	No	Soltero	0		443	0	0	0	40	912	8	39	340	0,21	1360
30	Sin Info	Masculino	Sin Info	Casado	0		1001	0	0	0	51	949	4	47	875	0,46	1750
25	Sin Info	Masculino	Sin Info	Union libre	0		486	0	0	11	44	933	1	0	400	0,21	0
28	Sin Info	Masculino	Sin Info	Union libre	0		451	0	0	6	62	872	1	0	488,65	0,12	0
29	Familiar	Femenino	No	Soltero	0			0	0	11	81	920	3	80	526,67	0,13	1580
37	Sin Info	Masculino	No	Soltero	0		732	0	0	0	53	964	4	52	1075	0,19	4300
30	Sin Info	Masculino	Sin Info	Casado	0		545	0	0	8	79	921	1	0	400	0,03	0
26	Sin Info	Masculino	Sin Info	Union libre	0		513	0	0	12	54	956	2	53	312,5	0,02	625
39	Familiar	Masculino	No	Casado	1	1000	3000	0	0	0	39	940	3	9	1300	0,49	3900
60	Sin Info	Masculino	Sin Info	Casado	0		811	0	0	11	83	949	5	21	1190	0,14	5950
49	Familiar	Masculino	No	Casado	0		1100	0	0	7	214	974	6	53	3121,83	0,31	9365,5
50	Sin Info	Masculino	Sin Info	Casado	0			0	0	10	120	839	1	0	1700	0,2	0
46	Familiar	Masculino	No	Soltero	0		264	0	0	0	104	943	6	11	927,87	0,17	5567,23
35	Familiar	Femenino	No	Soltero	0	10	792	0	0	9	97	952	5	30	1104	0,21	2760
38	Sin Info	Femenino	Sin Info	Divorciado	0		428	0	0	0	113	950	5	112	120	0,2	600
44	Sin Info	Femenino	No	Soltero	0		520	0	0	7	172	444	3	4	1000	0,47	3000
38	Propia	Masculino	No	Casado	1	300	1500	0	0	10	135	963	3	5	1400	0,41	0
42	Sin Info	Femenino	Sin Info	Soltero	0			0	0	0	56	974	6	55	1525	0,23	3050
31	Sin Info	Femenino	No	Soltero	0		400	0	0	11	93	950	5	24	363,14	0,25	907,85
27	Alquilada	Masculino	No	Soltero	0	110	450	0	0	8	60	950	2	59	445	0,02	890
29	Sin Info	Masculino	Sin Info	Soltero	0			0	0	10	11	932	1	0	602	0	0
59	Familiar	Femenino	No	Soltero	0		264	0	0	0	214	795	9	109	2051,11	0,23	6153,33
51	Sin Info	Femenino	Sin Info	Union libre	0			0	0	6	34	894	1	0	688,97	0	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	89	947	3	12	133,33	0,13	400
42	Sin Info	Femenino	Sin Info	Casado	0			0	0	5	39	941	1	0	400	0	0
38	Familiar	Femenino	No	Casado	0		1250	0	0	8	80	934	7	71	4178,57	0,61	9750
41	Familiar	Masculino	No	Casado	0		292	0	0	8	153	901	3	6	820	0,29	2460
52	Familiar	Masculino	No	Soltero	0		4822	0	0	0	113	953	7	91	2071,43	0,27	14500
49	Familiar	Masculino	No	Soltero	0			0	0	0	1	814	1	0	0	0,14	0
47	Familiar	Masculino	Si	Union libre	0		456	0	0	4	45	899	7	21	900	0,16	3150
41	Otras	Masculino	No	Soltero	0	360	569	32	0	4	186	945	7	66	57,14	0,06	400
29	Sin Info	Femenino	Sin Info	Casado	0			0	0	4	76	940	3	15	733,33	0,26	2200
54	Familiar	Masculino	No	Casado	0			0	0	6	89	963	3	14	600	0,13	0
54	Familiar	Masculino	Si	Union libre	0			0	0	10	49	943	5	45	1620	0,2	8100
51	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	65	953	4	33	150	0,21	600
49	Familiar	Masculino	No	Soltero	0		295	0	0	0	216	963	5	68	6024	0,61	15060
28	Sin Info	Femenino	Sin Info	Casado	0			0	0	0	83	959	4	82	2455	0,26	9820
48	Sin Info	Femenino	Sin Info	Casado	0		675	0	0	7	51	941	1	0	400	0,14	0
31	Alquilada	Masculino	No	Soltero	0			0	0	10	91	950	7	10	857,14	0,14	2000
33	Sin Info	Masculino	Sin Info	Soltero	0		292	0	0	1	55	941	1	0	400	0,06	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	9	99	966	3	16	1658,33	0,35	4975
29	Familiar	Femenino	No	Casado	0		292	0	0	9	59	939	3	6	810	0,27	2430
39	Familiar	Femenino	No	Casado	0		400	0	0	6	61	857	3	1	266,67	0	0
34	Sin Info	Masculino	Sin Info	Casado	0		450	0	0	6	99	926	1	0	400	0,17	0
48	Sin Info	Masculino	Sin Info	Casado	0		800	0	0	6	70	946	1	0	1100	0,23	0
42	Familiar	Masculino	No	Soltero	0		292	0	0	5	85	944	7	18	1257,14	0,21	4400
30	Familiar	Femenino	No	Soltero	0		935	0	0	0	35	934	5	9	861	0,14	4305
32	Familiar	Masculino	No	Casado	0			0	0	0	70	928	6	48	516,67	0,22	1550
35	Sin Info	Masculino	Sin Info	Casado	0		445	0	0	11	48	704	1	0	400	0,03	0
35	Familiar	Masculino	No	Soltero	0		590	0	0	0	69	965	5	18	484	0,26	2420
31	Sin Info	Femenino	Sin Info	Soltero	0		986	0	0	10	52	954	3	10	700	0,22	2100
52	Sin Info	Masculino	Sin Info	Casado	0		450	0	0	0	111	939	2	60	3300	0,37	0
30	Familiar	Masculino	No	Soltero	0		60	0	0	0	82	951	2	14	540	0,32	1080
30	Sin Info	Masculino	Sin Info	Soltero	0		487	0	0	11	39	938	5	18	831	0,3	4155
33	Sin Info	Masculino	Sin Info	Casado	0		430	0	0	11	57	944	3	15	566,67	0,29	1700
37	Sin Info	Femenino	Sin Info	Casado	0		1027	0	0	0	99	553	5	6	1260	0,57	3150
31	Sin Info	Masculino	Sin Info	Soltero	0		825	0	0	7	96	952	7	49	771,28	0,2	2699,48
60	Sin Info	Masculino	Sin Info	Viudo	0		1412	0	0	0	51	972	6	50	1116,67	0,34	3350
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	2	95	909	3	30	466,67	0,09	1400
52	Sin Info	Femenino	Sin Info	Union libre	0			0	0	0	84	949	3	12	360	0	0
48	Sin Info	Masculino	Sin Info	Casado	0			0	0	10	103	912	3	14	533,33	0,25	1600
39	Familiar	Femenino	No	Soltero	0		282	0	0	10	121	498	2	29	319	0,01	0
39	Sin Info	Masculino	No	Soltero	0		271	0	0	0	106	970	7	71	578,29	0,12	1349,33
32	Sin Info	Masculino	Sin Info	Casado	0		438	0	0	11	35	936	1	0	400	0,27	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	7	29	860	3	15	1116,67	0,12	3350
29	Familiar	Masculino	No	Soltero	0		597	0	0	0	44	853	3	10	2296,79	0,32	6890,38
57	Familiar	Masculino	No	Soltero	0		700	0	0	0	98	957	4	12	1225	0,05	4900
52	Sin Info	Femenino	Sin Info	Soltero	0		292	0	0	10	95	885	1	0	1000	0,01	0
38	Sin Info	Femenino	Sin Info	Casado	0		427	0	0	4	36	849	3	22	993,09	0,15	2979,27
30	Sin Info	Masculino	Sin Info	Union libre	0		500	0	0	4	31	942	5	30	1100	0,2	2750
25	Familiar	Masculino	No	Soltero	0		419	0	0	0	30	933	3	0	166,67	0,17	0
40	Sin Info	Masculino	Sin Info	Casado	0		537	0	0	0	56	949	3	17	450	0,19	1350
43	Sin Info	Femenino	Sin Info	Soltero	0		733	0	0	10	171	959	2	17	1650	0,27	0
36	Sin Info	Masculino	No	Soltero	0		405	0	0	6	49	846	1	0	500	0,02	0
23	Sin Info	Masculino	Sin Info	Casado	0		559	0	0	8	30	933	1	0	400	0,09	0
31	Familiar	Masculino	No	Soltero	0		962	0	0	5	30	866	3	22	876,67	0,04	2630
34	Sin Info	Masculino	No	Casado	1		1541	0	0	0	35	939	2	20	1270	0,37	2540
28	Sin Info	Masculino	Sin Info	Casado	0		513	0	0	0	65	939	5	7	300	0,21	750
30	Sin Info	Femenino	No	Soltero	0		534	0	0	11	49	933	1	0	400	0,19	0
63	Sin Info	Masculino	Sin Info	Casado	0		292	0	0	8	86	973	4	85	981,28	0,15	3925,12
59	Sin Info	Masculino	Sin Info	Viudo	0			0	0	7	93	967	1	0	400	0,17	0
55	Familiar	Femenino	No	Casado	0		1212	0	0	8	91	918	5	32	220	0,04	1100
42	Sin Info	Femenino	Sin Info	Casado	0			0	0	12	129	974	4	89	1685	0,2	3370
35	Familiar	Masculino	Si	Soltero	0		415	0	0	6	91	960	9	71	696	0,26	2088
27	Sin Info	Masculino	Sin Info	Soltero	0		389	0	0	11	35	933	3	6	500	0,18	1500
35	Familiar	Femenino	No	Casado	0		1212	0	0	6	96	959	4	53	3878	0,21	15512
37	Familiar	Femenino	No	Soltero	0		450	0	0	10	84	960	8	10	2142,78	0,42	5714,08
56	Familiar	Masculino	No	Soltero	0			0	0	0	176	846	1	0	0	0,07	0
51	Familiar	Femenino	No	Soltero	0			0	0	9	109	912	5	34	209,6	0,01	1048
37	Sin Info	Masculino	Sin Info	Union libre	0		344	0	0	8	97	969	7	91	1571,43	0,21	3666,67
34	Sin Info	Femenino	Sin Info	Soltero	0		500	0	0	8	77	964	4	76	1612,5	0,35	3225
29	Familiar	Masculino	No	Casado	0		764	0	0	5	35	973	5	27	820	0,25	4100
28	Sin Info	Masculino	Sin Info	Casado	0		400	0	0	0	91	951	6	12	1133,33	0,23	3400
61	Familiar	Femenino	No	Divorciado	0		500	0	0	0	34	941	4	33	1194,5	0	4778
49	Sin Info	Masculino	Sin Info	Casado	0		716	0	0	2	43	945	2	42	705,85	0,01	1411,69
59	Propia	Femenino	No	Casado	1	1000	2000	0	0	9	92	894	5	28	7665	0,35	19162,5
27	Familiar	Masculino	No	Soltero	0			0	0	0	13	32	1	0	0	0,35	0
60	Sin Info	Femenino	Sin Info	Casado	0			0	0	5	63	938	1	0	400	0,01	0
42	Familiar	Masculino	No	Soltero	0		495	0	0	1	80	941	5	68	645	0,15	1612,5
39	Familiar	Masculino	Si	Casado	0			0	0	5	88	941	3	64	500	0,16	1500
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	31	937	3	18	320	0,19	960
32	Familiar	Masculino	No	Soltero	0		1100	0	0	0	54	970	6	45	1248,33	0,18	3745
33	Sin Info	Masculino	Sin Info	Soltero	0		292	0	0	6	85	969	3	23	550	0,01	1650
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	12	94	952	5	20	2096,4	0,43	5241
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	11	190	904	7	35	902,86	0,23	2106,67
33	Sin Info	Masculino	Sin Info	Soltero	0		345	0	0	7	31	873	7	30	728,57	0,17	1700
26	Familiar	Masculino	No	Soltero	0	280	264	63,92	0	12	33	852	3	32	323,56	0,02	970,69
33	Sin Info	Masculino	Sin Info	Casado	0		560	0	0	6	117	972	8	71	700	0,2	1866,67
44	Propia	Masculino	No	Casado	1	150	1870	0	0	0	109	964	5	98	1980	0,11	9900
25	Sin Info	Femenino	Sin Info	Casado	0		584	0	0	0	49	937	7	20	1042,86	0,18	2433,33
23	Familiar	Masculino	No	Casado	1	100	650	0	0	9	29	687	5	22	502	0,32	2510
39	Sin Info	Masculino	No	Soltero	0			0	0	10	128	936	4	107	6850	0,13	13700
34	Sin Info	Masculino	Sin Info	Soltero	0		426	0	0	0	55	948	4	54	267,5	0,12	535
60	Familiar	Femenino	No	Divorciado	0			0	0	0	137	733	1	0	0	0,29	0
59	Familiar	Femenino	No	Casado	0			0	0	2	59	950	2	31	400	0,12	0
47	Sin Info	Femenino	Sin Info	Soltero	0		292	0	0	0	75	952	7	35	1142,86	0,24	2666,67
30	Familiar	Femenino	No	Casado	0		300	0	0	0	52	942	5	51	217	0,06	1085
31	Familiar	Femenino	Si	Soltero	0		511	0	0	0	97	941	5	31	60	0,14	0
27	Sin Info	Femenino	Sin Info	Casado	0		399	0	0	0	48	968	5	24	480	0,16	2400
23	Sin Info	Masculino	Sin Info	Soltero	0		526	0	0	10	28	409	5	27	598,2	0,6	1495,5
48	Sin Info	Femenino	No	Soltero	0		293	0	0	6	134	965	3	85	6300	0,35	9450
45	Familiar	Masculino	No	Soltero	0			0	0	2	82	523	1	0	0	0,06	0
59	Sin Info	Femenino	Sin Info	Soltero	0			0	0	1	61	942	1	0	500	0	0
27	Familiar	Femenino	No	Soltero	0		800	0	0	0	127	927	8	58	1362,5	0,32	5450
32	Sin Info	Femenino	Sin Info	Soltero	0		469	0	0	6	64	956	5	48	336	0,16	1680
49	Familiar	Masculino	No	Soltero	0		292	0	0	3	131	974	3	106	2436,67	0,37	7310
29	Sin Info	Masculino	Sin Info	Casado	0		640	0	0	12	64	641	1	0	654	0,06	0
29	Sin Info	Masculino	Sin Info	Casado	0		399	0	0	10	39	935	3	5	833,33	0	0
24	Familiar	Masculino	No	Soltero	0		383	0	0	4	29	932	3	6	333,33	0,06	1000
34	Familiar	Masculino	No	Soltero	0		292	0	0	0	66	902	8	14	2988,75	0,41	7970
39	Sin Info	Femenino	No	Soltero	0		370	0	0	9	89	926	3	21	333,33	0,14	1000
65	Sin Info	Masculino	Sin Info	Casado	0			0	0	6	53	890	2	52	900	0,12	1800
37	Sin Info	Femenino	Sin Info	Casado	0		622	0	0	5	89	948	1	0	400	0,27	0
56	Familiar	Masculino	No	Casado	0			0	0	9	212	971	3	73	500	0,24	1500
52	Familiar	Femenino	No	Soltero	0		630	0	0	0	64	974	3	45	266,67	0,1	800
48	Sin Info	Femenino	Sin Info	Casado	0		817	0	0	2	76	970	1	0	400	0	0
49	Sin Info	Femenino	Sin Info	Casado	0		675	0	0	11	80	973	1	0	400	0	0
44	Sin Info	Femenino	Sin Info	Casado	0			0	0	3	34	957	1	0	400	0	0
42	Familiar	Femenino	No	Union libre	0			0	0	10	87	921	1	0	0	0,3	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	60	727	3	32	133,33	0,18	400
29	Sin Info	Femenino	No	Soltero	0		612	0	0	0	175	904	5	33	960	0,27	4800
40	Familiar	Masculino	No	Soltero	0			0	0	0	71	939	5	25	2363,5	0,37	5908,76
51	Sin Info	Masculino	Sin Info	Soltero	0		292	0	0	7	85	462	1	0	400	0	0
43	Sin Info	Femenino	Sin Info	Casado	0		534	0	0	10	100	965	3	6	897,5	0,2	2692,5
28	Familiar	Femenino	No	Soltero	0		733	0	0	0	78	951	3	3	933,33	0,12	2800
33	Sin Info	Masculino	Sin Info	Casado	0		550	0	0	11	86	949	6	49	666,67	0,15	4000
50	Familiar	Masculino	No	Casado	0			0	0	0	127	919	3	10	933,33	0,21	2800
42	Sin Info	Femenino	Sin Info	Viudo	0		292	0	0	8	71	952	1	0	700	0	0
26	Familiar	Femenino	No	Soltero	0		800	0	0	4	49	947	3	48	566,67	0,1	1700
45	Sin Info	Femenino	No	Soltero	0		264	0	0	10	44	947	5	22	1685,51	0,27	4213,78
33	Sin Info	Femenino	Sin Info	Casado	0		401	0	0	0	46	939	3	10	370,94	0,09	1112,82
33	Sin Info	Masculino	Sin Info	Soltero	0		400	0	0	6	53	942	1	0	500	0,19	0
38	Sin Info	Femenino	Sin Info	Divorciado	0		400	0	0	9	61	960	5	13	1228,8	0,29	3072
52	Sin Info	Masculino	Sin Info	Soltero	0			0	0	8	249	941	3	34	1133,33	0,15	3400
43	Familiar	Masculino	No	Casado	0		700	0	0	6	124	919	3	46	1850	0,17	5550
37	Familiar	Femenino	No	Divorciado	0			0	0	9	56	950	3	0	333,33	0,28	0
32	Familiar	Masculino	No	Soltero	0		100	0	0	1	80	945	3	6	400	0	1200
28	Familiar	Masculino	No	Casado	0		460	0	0	11	48	899	1	0	0	0	0
27	Sin Info	Masculino	Sin Info	Soltero	0		296	0	0	9	77	877	4	25	2480	0,45	4960
24	Sin Info	Masculino	Sin Info	Soltero	0			0	0	7	29	940	3	28	550	0,13	1650
41	Familiar	Masculino	No	Soltero	0		436	0	0	0	48	643	3	6	840	0,05	2520
55	Sin Info	Masculino	Sin Info	Casado	0		469	0	0	0	92	961	3	19	760	0,2	2280
40	Familiar	Femenino	No	Casado	0		1046	0	0	1	116	953	5	20	1220	0,26	3050
34	Sin Info	Masculino	Sin Info	Casado	0		340	0	0	7	83	971	3	22	800	0,01	0
31	Familiar	Masculino	No	Soltero	0		658	0	0	8	71	951	4	51	485	0,21	970
60	Sin Info	Femenino	No	Soltero	0		793	0	0	4	50	945	5	32	620	0,12	3100
51	Sin Info	Femenino	No	Casado	1		331	0	0	10	90	950	1	0	900	0,49	0
48	Sin Info	Femenino	No	Soltero	0		264	0	0	0	213	960	5	23	500	0,02	2500
50	Sin Info	Masculino	Sin Info	Soltero	0		414	0	0	11	91	947	4	12	775	0,1	3100
58	Familiar	Masculino	No	Soltero	0		301	0	0	0	91	963	3	74	390	0,15	1170
48	Sin Info	Femenino	Sin Info	Divorciado	0		500	0	0	5	51	667	3	5	233,33	0,42	700
45	Sin Info	Masculino	Sin Info	Soltero	0		417	0	0	10	149	929	5	35	607,03	0,14	3035,15
42	Familiar	Femenino	Sin Info	Soltero	0			0	0	7	187	787	3	17	933,33	0,15	1400
37	Sin Info	Masculino	Sin Info	Casado	0		1204	0	0	10	96	883	1	0	400	0,11	0
33	Familiar	Femenino	No	Soltero	0		264	0	0	0	129	932	5	11	612	0,13	3060
26	Familiar	Femenino	No	Casado	0		760	0	0	0	50	941	5	49	1048	0,19	5240
42	Sin Info	Masculino	No	Soltero	0		1180	103,97	0	6	102	934	8	91	1302,98	0,34	3474,63
32	Sin Info	Masculino	Sin Info	Casado	0		579	0	0	12	98	961	6	48	1200	0,25	2400
43	Familiar	Femenino	No	Casado	0		561	0	0	8	87	942	8	23	1877,18	0,37	7508,7
36	Familiar	Masculino	No	Soltero	0		295	0	0	10	105	954	9	30	316,67	0,22	2850
55	Familiar	Masculino	No	Soltero	0		500	0	0	10	250	941	5	43	8636	0,51	21590
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	5	60	945	5	30	1080	0	0
39	Sin Info	Femenino	Sin Info	Casado	0			0	0	9	87	883	3	6	770,67	0,3	2312
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	12	66	941	6	47	999,41	0,29	1998,82
52	Otras	Femenino	No	Casado	1	800	1400	264,53	0	11	91	940	5	80	366	0,14	915
47	Sin Info	Femenino	Sin Info	Viudo	0			0	0	11	87	954	6	25	475	0,13	1425
47	Sin Info	Masculino	Sin Info	Soltero	0		350	0	0	2	60	954	2	59	1000	0,1	2000
46	Sin Info	Masculino	No	Soltero	0		1863	0	0	1	190	939	5	189	3340	0,46	8350
40	Sin Info	Masculino	Sin Info	Casado	0		1051	0	0	0	105	973	6	71	1140	0,19	3420
29	Sin Info	Masculino	Sin Info	Casado	0		450	0	0	5	57	941	1	0	400	0,2	0
32	Sin Info	Femenino	No	Soltero	0		350	0	0	8	49	942	4	7	954	0,12	1908
63	Sin Info	Femenino	Sin Info	Casado	0			0	0	1	60	967	1	0	400	0,02	0
43	Sin Info	Masculino	Sin Info	Soltero	0		421	0	0	11	112	974	1	0	711	0,07	0
43	Sin Info	Femenino	No	Soltero	0			0	0	6	109	936	5	50	1170	0,18	1950
41	Alquilada	Masculino	No	Soltero	1		500	0	0	11	129	850	7	107	346,43	0,05	2425
48	Familiar	Masculino	No	Soltero	0		329	0	0	0	99	910	4	6	375	0,28	1500
43	Sin Info	Femenino	Sin Info	Casado	0		817	0	0	5	105	966	1	0	400	0,15	0
41	Sin Info	Masculino	Sin Info	Casado	0		583	0	0	1	89	961	1	0	1200	0,05	0
43	Familiar	Femenino	No	Casado	1		730	0	0	8	117	954	6	45	3266,67	0,38	19600
33	Alquilada	Masculino	No	Union libre	1		280	0	0	4	104	812	6	103	3,33	0,09	0
27	Sin Info	Masculino	Sin Info	Soltero	0		675	0	0	0	44	943	4	25	720	0,09	2880
